Probe Set ID	Gene Symbol	Gene Title
32135_at	SREBF1	sterol regulatory element binding transcription factor 1
32136_r_at	TPD52L1	tumor protein D52-like 1
32137_at	JAG2	jagged 2
32138_at	DNM1	dynamin 1
32139_at	ZNF185	zinc finger protein 185 (LIM domain)
32140_at	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing
32141_at	PPM1E	protein phosphatase 1E (PP2C domain containing)
32142_at	STK3	serine/threonine kinase 3 (STE20 homolog, yeast)
32143_at	OSR2	odd-skipped related 2 (Drosophila)
32144_at	RFX5	regulatory factor X, 5 (influences HLA class II expression)
32145_at	ADD1	adducin 1 (alpha)
32146_s_at	ADD1	adducin 1 (alpha)
32147_at	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)
32148_at	FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)
32149_at	MSMB	microseminoprotein, beta-
32150_at	GOLGA4	golgi autoantigen, golgin subfamily a, 4
32151_at	RANGAP1	Ran GTPase activating protein 1
32152_at	ANK1	ankyrin 1, erythrocytic
32153_s_at	UBB	ubiquitin B
32154_at	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
32155_at	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
32156_at	PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)
32157_at	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform
32158_at	RAD9A	RAD9 homolog A (S. pombe)
32159_at	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
32160_at	SIAH1	seven in absentia homolog 1 (Drosophila)
32161_at	LONPL	Peroxisomal LON protease like
32162_r_at	---	Transcribed locus
32163_f_at	---	C33.42 unnamed HERV-H protein
32164_at	EXT1	exostoses (multiple) 1
32165_at	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa
32166_at	TLN1	talin 1
32167_at	PMPCB	peptidase (mitochondrial processing) beta
32168_s_at	DSCR1	Down syndrome critical region gene 1
32169_at	FBXO21	F-box protein 21
32170_g_at	FBXO21	F-box protein 21
32171_at	EIF5	eukaryotic translation initiation factor 5
32172_at	SPEN	spen homolog, transcriptional regulator (Drosophila)
32173_at	HRSP12	heat-responsive protein 12
32174_at	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1
32175_at	SEPT7	septin 7
32176_at	RASA4 /// FLJ21767 /// LOC648426	RAS p21 protein activator 4 /// hypothetical protein FLJ21767 /// similar to Ras GTPase-activating protein 4 (RasGAP-activating-like protein 2) (Calcium-promoted Ras inactivator)
32177_s_at	RASA4	RAS p21 protein activator 4
32178_r_at	SNAP23	synaptosomal-associated protein, 23kDa
32179_s_at	SNAP23	synaptosomal-associated protein, 23kDa
32180_s_at	C4ORF8	chromosome 4 open reading frame 8
32181_at	FLOT2	flotillin 2
32182_at	STK38L	serine/threonine kinase 38 like
32183_at	SFRS11	splicing factor, arginine/serine-rich 11
32184_at	LMO2	LIM domain only 2 (rhombotin-like 1)
32185_at	WNK1	WNK lysine deficient protein kinase 1
32186_at	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
32187_at	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
32188_at	MYT1	myelin transcription factor 1
32189_g_at	MYT1	myelin transcription factor 1
32190_at	FADS2	fatty acid desaturase 2
32191_at	PCGF2	polycomb group ring finger 2
32192_g_at	PCGF2	polycomb group ring finger 2
32193_at	PLXNC1	plexin C1
32194_at	CEBPZ	CCAAT/enhancer binding protein zeta
32195_at	LOC339287	hypothetical protein LOC339287
32196_at	CAND1	cullin-associated and neddylation-dissociated 1
32197_at	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
32198_at	COMMD4	COMM domain containing 4
32199_at	PTPRO	protein tyrosine phosphatase, receptor type, O
321_at	WASL	Wiskott-Aldrich syndrome-like
32200_at	ACPP	acid phosphatase, prostate
32201_at	SSNA1	Sjogren's syndrome nuclear autoantigen 1
32202_at	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
32203_at	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
32204_at	PDE6G	phosphodiesterase 6G, cGMP-specific, rod, gamma
32205_at	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator
32206_at	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)
32207_at	MPP1	membrane protein, palmitoylated 1, 55kDa
32208_at	KIAA0355	KIAA0355
32209_at	FAM89B	family with sequence similarity 89, member B
32210_at	PGM1	phosphoglucomutase 1
32211_at	PSMD13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
32212_at	PDCD8	programmed cell death 8 (apoptosis-inducing factor)
32213_at	POP7	processing of precursor 7, ribonuclease P subunit (S. cerevisiae)
32214_at	TXNL1	thioredoxin-like 1
32215_i_at	RHOBTB3	Rho-related BTB domain containing 3
32216_r_at	RHOBTB3	Rho-related BTB domain containing 3
32217_at	C12ORF22	chromosome 12 open reading frame 22
32218_at	---	CDNA: FLJ22515 fis, clone HRC12122, highly similar to AF052101 Homo sapiens clone 23872 mRNA sequence
32219_at	TLK1	tousled-like kinase 1
32220_at	---	---
32221_at	MRPS18B	mitochondrial ribosomal protein S18B
32222_at	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
32223_at	SFRS14	splicing factor, arginine/serine-rich 14
32224_at	FCHSD2	FCH and double SH3 domains 2
32225_at	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
32226_at	MAP4	microtubule-associated protein 4
32227_at	PRG1	proteoglycan 1, secretory granule
32228_at	AP2A2	adaptor-related protein complex 2, alpha 2 subunit
32229_at	EIF4E2	eukaryotic translation initiation factor 4E member 2
32230_at	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa
32231_at	NHEJ1	Nonhomologous end-joining factor 1
32232_at	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa
32233_at	TOR1B	torsin family 1, member B (torsin B)
32234_at	TOR1A	torsin family 1, member A (torsin A)
32235_at	MGRN1	mahogunin, ring finger 1
32236_at	UBE2G2 /// TAX1BP3	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast) /// Tax1 (human T-cell leukemia virus type I) binding protein 3
32237_at	KIAA0265	KIAA0265 protein
32238_at	BIN1	bridging integrator 1
32239_at	MATN2	matrilin 2
32240_at	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5
32241_at	TARDBP	TAR DNA binding protein
32242_at	CRYAB	crystallin, alpha B
32243_g_at	CRYAB	crystallin, alpha B
32244_at	C14ORF92	Chromosome 14 open reading frame 92
32245_at	METTL3	methyltransferase like 3
32246_g_at	METTL3	methyltransferase like 3
32247_at	---	---
32248_at	TMEM113	Transmembrane protein 113
32249_at	CFH /// CFHR1	complement factor H /// complement factor H-related 1
32250_at	CFH	complement factor H
32251_at	TCEAL4	transcription elongation factor A (SII)-like 4
32252_at	TTR	transthyretin (prealbumin, amyloidosis type I)
32253_at	RERE	arginine-glutamic acid dipeptide (RE) repeats
32254_at	VAMP2	vesicle-associated membrane protein 2 (synaptobrevin 2)
32255_i_at	LOC646316 /// LOC648377	similar to Telomeric repeat binding factor 1 (TTAGGG repeat binding factor 1) (NIMA-interacting protein 2) (Telomeric protein Pin2/TRF1) /// similar to Telomeric repeat binding factor 1 (TTAGGG repeat binding factor 1) (NIMA-interacting protein 2) (Telomeric protein Pin2/TRF1)
32256_r_at	LOC646316 /// LOC648377	similar to Telomeric repeat binding factor 1 (TTAGGG repeat binding factor 1) (NIMA-interacting protein 2) (Telomeric protein Pin2/TRF1) /// similar to Telomeric repeat binding factor 1 (TTAGGG repeat binding factor 1) (NIMA-interacting protein 2) (Telomeric protein Pin2/TRF1)
32257_f_at	TERF1	telomeric repeat binding factor (NIMA-interacting) 1
32258_r_at	TERF1	telomeric repeat binding factor (NIMA-interacting) 1
32259_at	EZH1	enhancer of zeste homolog 1 (Drosophila)
32260_at	PEA15	phosphoprotein enriched in astrocytes 15
32261_at	BAZ1B	bromodomain adjacent to zinc finger domain, 1B
32262_at	KIAA0859	KIAA0859
32263_at	CCNB2	cyclin B2
32264_at	GZMM	granzyme M (lymphocyte met-ase 1)
32265_at	NR4A1	nuclear receptor subfamily 4, group A, member 1
32266_at	CDH12	cadherin 12, type 2 (N-cadherin 2)
32267_at	ZNF345	zinc finger protein 345
32268_at	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
32269_at	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
32270_g_at	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
32271_at	FOSL1	FOS-like antigen 1
32272_at	K-ALPHA-1	alpha tubulin
32273_at	GRIA1	Glutamate receptor, ionotropic, AMPA 1
32274_r_at	XRCC6	X-ray repair complementing defective repair in Chinese hamster cells 6 (Ku autoantigen, 70kDa)
32275_at	SLPI	secretory leukocyte peptidase inhibitor
32276_at	RPL32	ribosomal protein L32
32277_at	KCNA3	potassium voltage-gated channel, shaker-related subfamily, member 3
32278_at	CHML	choroideremia-like (Rab escort protein 2)
32279_at	GAD2	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)
32280_at	GAD2	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)
32281_at	---	---
32282_at	FLJ44451	FLJ44451 fis
32283_at	IDS	Iduronate 2-sulfatase (Hunter syndrome)
32284_at	TBX1	T-box 1
32285_g_at	TBX1	T-box 1
32286_at	TBX1	T-box 1
32287_s_at	KLRC1 /// KLRC2 /// KLRC3	killer cell lectin-like receptor subfamily C, member 1 /// killer cell lectin-like receptor subfamily C, member 2 /// killer cell lectin-like receptor subfamily C, member 3
32288_r_at	KLRC3	killer cell lectin-like receptor subfamily C, member 3
32289_at	PTPRS	protein tyrosine phosphatase, receptor type, S
32290_at	SCAMP1	Secretory carrier membrane protein 1
32291_at	UNC13A	unc-13 homolog A (C. elegans)
32292_at	COLEC10	collectin sub-family member 10 (C-type lectin)
32293_at	LHCGR	luteinizing hormone/choriogonadotropin receptor
32294_g_at	LHCGR	luteinizing hormone/choriogonadotropin receptor
32295_at	HCG9	HLA complex group 9
32296_at	CA5A	carbonic anhydrase VA, mitochondrial
32297_s_at	KLRC1 /// KLRC2	killer cell lectin-like receptor subfamily C, member 1 /// killer cell lectin-like receptor subfamily C, member 2
32298_at	ADAM2	ADAM metallopeptidase domain 2 (fertilin beta)
32299_at	C4ORF6	chromosome 4 open reading frame 6
322_at	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)
32300_s_at	TH	tyrosine hydroxylase
32301_at	GUCY1A2	guanylate cyclase 1, soluble, alpha 2
32302_g_at	GUCY1A2	guanylate cyclase 1, soluble, alpha 2
32303_at	ETV3	ets variant gene 3
32304_at	PRKCA	protein kinase C, alpha
32305_at	COL1A2	collagen, type I, alpha 2
32306_g_at	COL1A2	collagen, type I, alpha 2
32307_s_at	COL1A2	collagen, type I, alpha 2
32308_r_at	COL1A2	collagen, type I, alpha 2
32309_at	---	DNA damage repair and recombination protein RAD52 pseudogene
32310_f_at	PMS2L1	postmeiotic segregation increased 2-like 1
32311_r_at	PMS2L1	postmeiotic segregation increased 2-like 1
32312_at	TPM2	tropomyosin 2 (beta)
32313_at	TPM2	tropomyosin 2 (beta)
32314_g_at	TPM2	tropomyosin 2 (beta)
32315_at	RPS24	ribosomal protein S24
32316_s_at	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
32317_s_at	SULT1A2 /// SULT1A1 /// SULT1A3 /// SULT1A4 /// LOC648394	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2 /// sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 /// sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 /// sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4 /// similar to sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3
32318_s_at	ACTB	actin, beta
32319_at	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)
32320_at	ANXA13	annexin A13
32321_at	HLA-E	major histocompatibility complex, class I, E
32322_at	KCNC1	potassium voltage-gated channel, Shaw-related subfamily, member 1
32323_at	TRH	thyrotropin-releasing hormone
32324_at	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide
32325_at	HIBADH	3-hydroxyisobutyrate dehydrogenase
32326_at	TRIM52	tripartite motif-containing 52
32327_at	POU3F2	POU domain, class 3, transcription factor 2
32328_at	KRT85	keratin 85
32329_at	LOC650428	similar to keratin, hair, basic, 6
32330_at	RPS11	ribosomal protein S11
32331_at	AK3L1	adenylate kinase 3-like 1
32332_at	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial
32333_at	ZNF549	zinc finger protein 549
32334_f_at	UBC	ubiquitin C
32335_r_at	UBC	ubiquitin C
32336_at	ALDOA	aldolase A, fructose-bisphosphate
32337_at	RPL21 /// LOC387753 /// LOC653156 /// LOC653665 /// LOC653713 /// LOC653730 /// LOC653737	ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to 60S ribosomal protein L21 /// similar to ribosomal protein L21 isoform 1 /// similar to 60S ribosomal protein L21 /// similar to ribosomal protein L21 isoform 1
32338_at	DKFZP564C152	DKFZP564C152 protein
32339_at	PPY	pancreatic polypeptide
32340_s_at	YBX1	Y box binding protein 1
32341_f_at	RPL23A /// LOC401904 /// LOC647099 /// LOC652071	ribosomal protein L23a /// similar to 60S ribosomal protein L23a /// similar to 60S ribosomal protein L23a /// similar to 60S ribosomal protein L23a
32342_at	CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 2
32343_at	EPB41	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)
32344_r_at	KCNA4	potassium voltage-gated channel, shaker-related subfamily, member 4
32345_at	---	MRNA full length insert cDNA clone EUROIMAGE 21920
32346_at	EXOC4	Exocyst complex component 4
32347_at	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11
32348_at	PDE8A	Phosphodiesterase 8A
32349_at	ANXA10	annexin A10
32350_at	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1
32351_at	GPR20	G protein-coupled receptor 20
32352_at	PNMT	phenylethanolamine N-methyltransferase
32353_at	KLKB1	kallikrein B, plasma (Fletcher factor) 1
32354_at	NPAS3	neuronal PAS domain protein 3
32355_at	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
32356_at	KCNJ5	potassium inwardly-rectifying channel, subfamily J, member 5
32357_at	KCNIP4	Kv channel interacting protein 4
32358_at	WISP3	WNT1 inducible signaling pathway protein 3
32359_at	WISP1	WNT1 inducible signaling pathway protein 1
32360_s_at	TOP3B	topoisomerase (DNA) III beta
32361_s_at	TOP3B	topoisomerase (DNA) III beta
32362_r_at	TOP3B	topoisomerase (DNA) III beta
32363_at	CH25H	cholesterol 25-hydroxylase
32364_at	SIX6	sine oculis homeobox homolog 6 (Drosophila)
32365_at	LUZP2	leucine zipper protein 2
32366_at	CNTFR	ciliary neurotrophic factor receptor
32367_at	SIRPB1	signal-regulatory protein beta 1
32368_at	PCDH8	protocadherin 8
32369_at	SAA4	serum amyloid A4, constitutive
32370_at	GZMH	granzyme H (cathepsin G-like 2, protein h-CCPX)
32371_at	SUSD5	sushi domain containing 5
32372_at	CTSB	cathepsin B
32373_at	SLC17A2	solute carrier family 17 (sodium phosphate), member 2
32374_at	PCDHA12	protocadherin alpha 12
32375_at	PCDHA3	protocadherin alpha 3
32376_at	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
32377_at	IK	IK cytokine, down-regulator of HLA II
32378_at	PKM2	pyruvate kinase, muscle
32379_f_at	PKM2	Pyruvate kinase, muscle
32380_at	PKP1	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)
32381_at	RORB	RAR-related orphan receptor B
32382_at	UPK1B	uroplakin 1B
32383_at	GHRHR	growth hormone releasing hormone receptor
32384_g_at	GHRHR	growth hormone releasing hormone receptor
32385_at	ROCK1	Rho-associated, coiled-coil containing protein kinase 1
32386_at	---	MRNA full length insert cDNA clone EUROIMAGE 117929
32387_at	LYPLA3	lysophospholipase 3 (lysosomal phospholipase A2)
32388_at	SMYD3	SET and MYND domain containing 3
32389_at	---	CDNA: FLJ23438 fis, clone HRC13275
32390_at	FMO6	flavin containing monooxygenase 6
32391_g_at	FMO6	flavin containing monooxygenase 6
32392_s_at	UGT1A10 /// UGT1A8 /// UGT1A7 /// UGT1A6 /// UGT1A5 /// UGT1A9 /// UGT1A4 /// UGT1A1 /// UGT1A3	UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A7 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A9 /// UDP glucuronosyltransferase 1 family, polypeptide A4 /// UDP glucuronosyltransferase 1 family, polypeptide A1 /// UDP glucuronosyltransferase 1 family, polypeptide A3
32393_s_at	HNRPDL	Heterogeneous nuclear ribonucleoprotein D-like
32394_s_at	RPL23	ribosomal protein L23
32395_r_at	RPL23	ribosomal protein L23
32396_f_at	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)
32397_r_at	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)
32398_s_at	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
32399_at	EVI1	ecotropic viral integration site 1
323_at	---	---
32400_at	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1
32401_at	NRTN	neurturin
32402_s_at	SYMPK	symplekin
32403_at	HTR7P	5-hydroxytryptamine (serotonin) receptor 7 pseudogene
32404_at	CNGA3	cyclic nucleotide gated channel alpha 3
32405_at	---	---
32406_at	C20ORF117	chromosome 20 open reading frame 117
32407_f_at	---	---
32408_s_at	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
32409_at	PIGO	phosphatidylinositol glycan, class O
32410_at	MYOG	myogenin (myogenic factor 4)
32411_at	SP4	Sp4 transcription factor
32412_at	RPS14	ribosomal protein S14
32413_at	RPS14	Ribosomal protein S14
32414_at	---	---
32415_at	IFNA5	interferon, alpha 5
32416_at	---	T-cell receptor active beta-chain (V10-D-J-C) mRNA, clone PL3.9
32417_at	DSC3	desmocollin 3
32418_at	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa
32419_at	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa
32420_at	GPR6	G protein-coupled receptor 6
32421_at	AKAP5	A kinase (PRKA) anchor protein 5
32422_at	DOC2B	double C2-like domains, beta
32423_at	AQP6	aquaporin 6, kidney specific
32424_at	HAS1	hyaluronan synthase 1
32425_at	CHRNA2	cholinergic receptor, nicotinic, alpha 2 (neuronal)
32426_f_at	MAGEA1	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)
32427_at	CRYGD	crystallin, gamma D
32428_at	RBM	similar to RNA binding motif protein, Y chromosome, family 2 member B
32429_f_at	ZNF33B	zinc finger protein 33B
32430_at	GRPR	gastrin-releasing peptide receptor
32431_at	ZP2	zona pellucida glycoprotein 2 (sperm receptor)
32432_f_at	RPL15 /// LOC653232	ribosomal protein L15 /// similar to ribosomal protein L15
32433_at	LOC402694 /// LOC653232	similar to ribosomal protein L15 /// similar to ribosomal protein L15
32434_at	MARCKS	myristoylated alanine-rich protein kinase C substrate
32435_at	RPL19	ribosomal protein L19
32436_at	RPL27A	ribosomal protein L27a
32437_at	RPS5	ribosomal protein S5
32438_at	RPS20	ribosomal protein S20
32439_at	ATP4B	ATPase, H+/K+ exchanging, beta polypeptide
32440_at	RPL17	ribosomal protein L17
32441_at	CTPS	CTP synthase
32442_at	BMPER	BMP binding endothelial regulator
32443_at	ZNF157	zinc finger protein 157 (HZF22)
